UserName,Date,"Star rating","Review Comment",Link
"Stefan Travis","August 03, 2017",,"Advice to my young self: All motivational videos are bullshit.",
KootFloris,"August 03, 2017",,"Somehow this dumbs me down. It's pushy, it focusses on personal success. It says all failure is you (sponsored by the Republican party) and nothing about the broken system (the war that cost you the same). It mentions doing something for the world but lacks putting that in the center. What if there were millions who wanted the same thing as me, and that was a good thing???? because we could work together. This is so us vs. them thinking.  It hurts the soul, rather than invigorate it.",
"TheGreen Skulls","August 03, 2017",,"No one should worry....God is always and will always be next yo you💞",
"Mark Edwards","August 03, 2017",,"Watching this video I can only say one thing to the whole world it is one thing only read your own book and don't look back",
"Cathy L Brown","August 03, 2017",,Amen.,
"Arus Chandran","August 03, 2017",,"Narrative Male Voice is awesome !",
ImBsal,"August 03, 2017",,"looks like Ser Davos is having a hard time accepting the reality after Stannis death",
B,"August 03, 2017",,"success is being alive, forget the money, happiness is inside, no matter where you are. change is inevitable but also impossible. you are alive, be happy without chasing what other people have or are, it will keep you occupied, stopping you from being you. help others as much as you can along the way on being yourself. I wish one day that fame, money, winning are not defined as success. find love and you will nourish your soul, it does not always mean in love with another individual, love life. creative a positive energy and it will radiate the universe",
"thomas robinson","August 03, 2017",,"That's not Morgan Freeman.",
"Jenna Jarosinski","August 03, 2017",,"I agree that working the hardest, making your goal your absolute priority, and being courageous with your decisions are necessary to be ""successful,"" BUT not sleeping.. that's debatable. There comes a point that not sleeping becomes dangerous to your health. You are more likely to get infections, headaches, vision issues, heart disease, diabetes, stroke, and be flat out less productive. The list goes on and on. A brain working on 6 hours of sleep is a fourth as productive as a brain with 8 hours of sleep. If you are an athlete (as this video seems to be aimed at) you MUST sleep in order to recover properly and perform even comparably to your best. So let's rethink the idea that you must wake up the earliest and go to bed last. What is more important is being productive during your waking hours and prioritizing your time. There are only 24 hours in a day and something has to give. That's just the game of life.",
"Handsome Leper","August 03, 2017",,"I'm almost inspired to make the counter video, but IRONICALLY my point (to come) dictates that I don't.  Look, all this advice is inspirational and has its merits, but unfortunately it's all wrong, and I mean ALL of it. Success does not predicate happiness. Quite the opposite in fact. The most successful people on earth, by and large, rank the lowest in happiness, highest in drug/alcohol abuse, have horrible relationships with their friends/family, and it just goes on.  Grit, determination, and endurance sell posters, but what do they get you? A job? A partner? Things? I could argue all of this, but I'm going to cut to the chase...  Do nothing, want nothing, exist to merely survive, AND be grateful for EVERYTHING that comes your way. Keep a job that keeps you fed, a roof over your head, and sandals in your feet. Just exist. Unclutter, deconstruct, and be LESS. Make a small splash, leave a tiny footprint, and just spend YOUR TIME taking it all in, and be thankful for the smallest of blessings.  I don't envy the sports star who dedicates their whole life towards the game...I envy the person who dedicates their life to taking it easy.  Forget about fame, glory, notoriety, money, consumerism, status, etc...and just focus on being simple.  And to seal the deal, who would we guess has had a more fulfilled life: Kobe Bryant or the Dalai Lama?",
"Reality Reflected","August 03, 2017",,"How corny. Certain words trigger certain feelings, that's all this is. Only empty people find power in empty words. This is what brain-dead chads lift their weights to I suppose.",
"Drip Collins","August 03, 2017",,"The best way to really understand the top,is to understand the bottom better -drip Collins-",
thepianoplayer416,"August 03, 2017",,"Very few people can be the best in something. Like in an Olympic event once somebody sets a record, it becomes difficult for the next person to beat the record. Just have to do your best and be happy with the results.",
"Euphenia Mudenda","August 03, 2017",,"Wow  so inspiring.",
"j nokes","August 03, 2017",,"Why is this stuff always about doing some kind of althletic event/activity?  What if a person just wants to be happy?   I just want to spend my time with those I love and for them to know that mean all the world to me. Cause the reality is on the day you die it doesn't matter all the ""things"" you accomplished. It only matters how much love you gave, and received!",
"Dejan Ogando","August 03, 2017",,"Great vid jus wish i knew how to apply it to my life :(",
"Hana Steinlaufova","August 03, 2017",,"Just words, not at all helpful. Not practical.",
"future PRODIGIES","August 03, 2017",,"my dreams are have the Vancouver wa police department and autos pub kill me finally. They tried for years. all my neighbors on rrivershore drive Vancouver wawant me dead, sad, miserable and alone. ipost I'm achild molestor so everyone slanders me and tries to kill me. my life was made so white people can terrorise my life day after day. because I'm augly nigger",
"Allen Allen","August 03, 2017",,"This vidio is helpfu. l believe rhings will change in time with persistance and due diligence",
echelon2k8,"August 03, 2017",,"Finally, the selfish world we live in is fully explained.",
"Timothy Miller","August 03, 2017",,"*""1% think, 4% think they think, and 95% would rather DIE than think.""*   The difference here is action. Acting internally, rather than externally,",
"Maccy Bear","August 03, 2017",,"What kind of rubbish is this? Stop dreaming, start enjoying life, full stop.   This shit is all about wanting and desire. Stop making life so complicated.",
"Jacob Jacob","August 03, 2017",,"Plot twist all this was was a bose advert XD",
"The Pride","August 02, 2017",,"your true purpose in life (that you didn't create yourself) is to worship that who created you and everything around you.",
"barry simpletons","August 02, 2017",,"Starting the select few who have the $$ to do whatever they want. And still afford the necessities of basic survival. Sure they worked for it, I'm not taking that away. But we can't all be movie stars. Try traveling the world with two kids and no income. Real easy",
"M R","August 02, 2017",,"Religion has been designed to hold humans back and keep us separate from each other. I pray that the entire wold gets better from their delusional ""religious sickness""",
"Pit Crowley","August 02, 2017",,"I will achieve Super Sayan God.",
"Luis Allende","August 02, 2017",,"I really needed to hear this... Thank you",
alissia02,"August 02, 2017",,"Can anyone tell me who is the guy at 7:17? I need to hear his entire message. Amazing.",
"Ysb Kwke","August 02, 2017",,"best goal in life is to find God Jesus Christ and believe with all your heart and mind and god shell make you immortal and be able to live in God presence. the accomplishments on this earth are finite",
"H D","August 02, 2017",,"Oh that's right that's why I got a job in three hustles",
"Amori Sephi","August 02, 2017",,"""What do you do when 1,000 others people want what you want.""        You collaborate.  Surprise. xD",
Bandit112,"August 02, 2017",,"like to see their opinions or wisdom and express those words of encouragement to those who have or never had any form of stability or foundation to build upon.",
"tiki torch","August 02, 2017",,*yawn*,
"seth seth","August 02, 2017",,"This doesn't hold a candle to Shia Labeouf.",
"Bledsoe Texas","August 02, 2017",,"10 minutes of pure bullshit for weak minds",
mariop187,"August 02, 2017",,"This comment is only for people the are empty, they think only in their personal ambitions to look better than others and them you see the shining eyes in their face pretending to be god and this way to thinking so personal is the cause of so many misfortunes in this universe.",
goku546686,"August 02, 2017",,"Here if u can take someone at such a disadvantage in life is not even funny and make me sucessfull then ill believe ya otherwise its just bullshit u need money to make money   u either come from somthing or u are nothing. Thats how the world is",
SumBrennus,"August 02, 2017",,"So, how do I leverage welfare levels of income into a Radio Observatory?",
goku546686,"August 02, 2017",,"There is no guide tonachieve what u want this videonis meant for u to struggle and fail and waste time making mistakes instead of going far in life.. there is no achieving dreams in America college is too expensive if ur born poor u die poor ur taken advantage of by ur government and thrown into an abyss.. u want to achieve u gotta be born into it..  it takes money to get money if u got nothing unare nothing.. that's the truth of this world",
"Tody 90210","August 02, 2017",,"the video wants all of us to go to gym, be buffed and be an athlete",
"Julie Jackson","August 02, 2017",,"Thank you!!",
"Britney Wilson","August 02, 2017",,"no hustle isn't the most important word you can be whatever you want using your subconscious mind",
"Timmy Lindman","August 02, 2017",,"Great video: Tbh this is not Morgan Freeman tho but you people know this right?",
"Salvador Garay","August 02, 2017",,"Love the video when life gets tough never give up...",
"Linka Evans","August 02, 2017",,"If you fail you Get Up and TRY AGAIN. You learn nothing from success, you learn everything from failure. Keep Moving Forward.",
"Crissy Ibarra","August 02, 2017",,"This is the most BEAUTIFUL message ive ever heard. I just signed up to volunteer for abused and neglected children to be an advocate in court. Ive been wanting to do it for so long but after this i made my first move. It is time to start doing and stop wishing i could help. thank you so much.",
JeelKher,"August 02, 2017",,"Bottom line: never give up, keep pushing, when you fail try, adapt and change approach... etc.",
wallamangaveer,"August 02, 2017",,"its not all about you tho, this is a bit cheese",
"crystal harris","August 02, 2017",,"I want to be a singer. But I can't  sing.",
calmistheway,"August 02, 2017",,"The music... it lets you know this is all BS.  The truth dances freestyle in the tabloids.",
vidfreak56,"August 02, 2017",,"But motivation wont get you healthcare and/or to see a doctor at the end of the day. These videos are just full of promises and selling something. It doesn't get to the crux of the matter. And never has. For some success may only come from committing crimes. Ever think about that? Nope. No one does. No one just shits success.   LOL best parent at 86? No.  Its not that you put your heart into something and fail that you'll feel bad. That's purely fictional. ITs not about feelings, its about investing into something that will lead you to be homeless or financially worse off. But there may be some people who dont care about that. And if that's true then emotion shouldn't be even remotely a problem. Being homeless is far worse than feeling hurt because you failed at something.  Its far better to be afraid of being poor.  We are all great? No. We aren't. Greatness doesn't pay the bills at the end of the day. But to achieve your goals, yes, you do have to shut out the world.   Meant for more? So were all meant to be pro atheletes? Meant for something? Help the world? I thought only i defined what im meant for? Were all supposed to be self help gurus now? Everyone has their own ideas asto what makes the ideal person. In reality the best person is the most realistic one. Not the ideal one. When it comes down the what the world should be, the only question you have to ask yourself is what kind of world do you want to live in.   Want to fight for something better? Stop voting for idiots. Dont accept people like trump or hillary just because they want to sell you something. Start thinking for yourself.",
vidfreak56,"August 02, 2017",,"Motivational videos never tell the whole story. We can't all do what we're passionate about. AT the end of the day its about survival. The only place this kind of thing sells in America. In reality we can't all do what we want. Some people have to do the shit jobs. The truth no one wants to believe is that we can't all be at the top because the passionate jobs at the top is what everyone wants. Capitalism is the reality. And there isn't enough room for everyone to do what they want. ITs all the things that people dont want to do that has to be done. Can some people do this? Yes. But not everyone. To some degree people have to just look at their lives and either accept it or fight for something better. But motivation's not going to necessarily get you anywhere. Its a place to start, but not a reality that should blindly be followed. Be realistic about your goals. Dont just fight for something. Otherwise you'll end up homeless because you spent money someone else told you to spend.   Redefine success? Survival and happiness is what defines success.",
MAXMSCHWCK,"August 02, 2017",,"I never disliked a video...the video is very good and motivational. I even saved this video to watch when i really need this Motivation but honestly 2 ads. A random Fanta ad destroyed that ...didnt even keep watching afterwards...this video changed my life in the way - no matter how honest anybody is it's always money involved.",
"Anacapa Arch","August 02, 2017",,"The video comes across as a trailer for Transformers that just won't end.",
"lisa thomas","August 02, 2017",,"""Bose headphones""?😒",
OLBICHL,"August 02, 2017",,"I guess it's time to start writing stories again :D",
maimultovidiu,"August 02, 2017",,"I hate these videos! They only show you the success stories as if everybody who tries to overcome their limits automatically succeeds...  In reality for every success stories there are hundreds who failed; If you want to be successful analise them not motivational BS.",
"Sri Avantika","August 02, 2017",,"Those voices and back ground music in my brain ... its giving me a mini heart attack...",
"Sijin J","August 02, 2017",,"I dont care this Disgusting world anymore, what Matter is I have Jesus who creates me and this world. Because i believe this world are'n't our home  enternity. BUT Jesus"" is Our only hope and He prepares a better place for us to those who Live in Christ Jesus.",
"Nagendra Sardar","August 02, 2017",,"I can feel GOD even if He is invisible...",
"Tigerwithheart Alpha","August 02, 2017",,"i will never sell myself for others acceptance",
"❊ Șurfer Ĵosh ❊","August 02, 2017",,"Our purpose is to Glorify Yahweh! :)",
"Michelle Gimbert","August 02, 2017",,"I cant get out from under the damn house work to do any thing else in my life. im lucky to even see the sun most days, just trapped in my little box.",
"paula patterson","August 02, 2017",,"Did anyone else realise that wasnt really Morgan Freeman speaking? That was someone doing a very mediocre impression of him.",
"chris wiehle","August 02, 2017",,"I really dislike misrepresentation and blatant theft. The use of Morgan Freeman's voice was awful, and the deliberate change from ""regardless"" to ""godless"" was inexcusable. Motivate? Yes. But don't put a shine on a turd if you can't speak for yourself.",
REME,"August 02, 2017",,"One of the best I've ever seen.",
"Julie Jacobs","August 02, 2017",,"first perfect wage credit beauty decade typically nut",
"beverley johnson","August 02, 2017",,"well received thank you for this most inspiring and inspirational words these are the words of the highest thank you",
"Green HEART","August 02, 2017",,"VERY POWERFUL BECAUSE ITS THE TRUTH. THANK YPU AN I TRULY HOPE THIS HELPS PEOPLE. GOD BLESS ALL 🇺🇸💯💚",
"fabio m","August 02, 2017",,"ms bs",
"Jestina Lewis","August 02, 2017",,"I am scared to waste the time I have",
"Sean Mcbride","August 02, 2017",,"Perhaps we all just need a hug! So many people caught up chasing money. Most of them won't see their kids or if they do won't hear them, they are so busy. All the rock stars and heroes you here in later life regret not spending time with family.   I'm all for ambition but balance too!  This is powerful video but if it's all for material gain then be aware of that and check the ego!   I can't wait to hear the flurry of abuse this brings. No doubt.",
"Jeremie Ansimbanda","August 02, 2017",,"Thank you for that video god bless you",
"Here Everything","August 02, 2017",,"You told me to sub...and i subbed you..😀",
orbojunglist,"August 01, 2017",,"Whatever your goal it's in you or it's not, and even then it's all down to chance and not being a pussy when the odds don't favour you. the video won't do anything...the video practically tells you that itself lol.",
Shidofied,"August 01, 2017",,"The Fred Flintstone in me is yelling out, ""what a load of crap"".  You are being fed a big meme.  Recognize it for what it is.  Here's a question for you, how much did Morgan Freeman get paid for his work on this?",
"V. Song","August 01, 2017",,"I'm 12 yrs old, already started physics, and want to start chemistry.  I want to work and study every day but video games distract me every day.  My friends are nothing like me, they try hard but not all the way.  I mean I'm only 12, but only myself is supportive.  I try to dream every day, there's this boundary",
"Vinay Kumar","August 01, 2017",,"Thanks for give us such a good video thank u so much👍",
"Univ Univeral","August 01, 2017",,"I ust say that well-rehearsed, edited and emtional speeches are a red flag to me. I never listen to this rubbish. If he was that motivational, he should have motivated himself to do something else rather than deceive weak depressed people.",
"NS RP","August 01, 2017",,"Interesting ... you can make more money but you cannot make more time ... most of us are blinded by the glitter of wealth, but in the end it is time which money can't buy that we always ask for ... serve God with all your heart and with all your mind and everything shall be yours for the asking.",
Typemyusernamehere,"August 01, 2017",,"We are all equal half our lives while sleeping.",
"Stanislav S","August 01, 2017",,"Can someone become obsessed? I'm not obsessed. And if everybody special, no one special",
"The Gaming Dude","August 01, 2017",,"I play for a football team and I broke my ankle once I thought it's all over but I worked 24/7 and now i am the top scorer I'm the league with 97 goals😊",
lolitiamilisha,"August 01, 2017",,"2:02 - 2:40  sounds like he needs a glass of water or something... all that mouth clicking... major pet peeve of mine. -",
"Brilliant Marketer","August 01, 2017",,"I can imagine ants in their society, have their motivators and motivational video.  99.9% of the people (Especially in America) want to be in the 1%, thats it.",
"Thom Serenity","August 01, 2017",,"I quit my job of 15 years because I got tired of the bulling I felt for 15 years. It was good money, but being treated like a slave, it was not worth it. And I mean, I just quit my job 07/31/2017",
"grumpy oldfart","August 01, 2017",,"That's all bullshit. I'm a 100% roaring success, because I set very low goals for myself. All I wanted to do is drift down a creek in a canoe, and sit on the shore around a campfire, fishing at night. Why work your ass off to make someone you don't care about admire you. Screw ""em. Hike the mountains, run the rapids, sleep on the ground with your dog. Stay away from the city, and people. Pick your friends very carefully, and be loyal to only them. Live your life for yourself. You don't owe anyone a damn thing.",
"Dena Lynn","August 01, 2017",,"Morgan Freeman narrating? What does THAT tell you?  This is pure lies... He does NOT believe in Jesus.  So much junk on YouTube... I feel sorry for the people who are looking for answers and are getting brainwashed by this evil stuff… They can get so confused… God bless them and lead them!  Go to your Bible! NOT YouABoobTube...",
"Rhena  Chase","August 01, 2017",,"Praise Jesus Christ our Lord and saviour. REPENT",
"Rhena  Chase","August 01, 2017",,"Then you die. Still meaningless.",
anonymusopina1,"August 01, 2017",,"An expensive video of amazing nothing, but manipulation... Get in into a bubble ignoring the reality itself. The self help industry is like the economists they know that we are in crisis but they do not say HOW TO IMPROVE. If you are in a dessert you need water tell me HOW not WHAT I NEED.",
thunderssound,"August 01, 2017",,"I don't have the word stop in my dictionary",
thunderssound,"August 01, 2017",,"I don't have the word stop in my dictionary",
VindictiveB69,"August 01, 2017",,"NOW BUY MY BOOK! $$$$$$😂😂😂",
johansyren,"August 01, 2017",,"One way of changing your life to the better could be by stop watching motivational videos...",
"Derwin Ward","August 01, 2017",,"success is an illusion. anything outside of u will not make you happy. happiness comes from within. not from material things, degrees or pieces of paper.  cars, houses, money. attach MENTS  ,ment is latin for mind.  attach to the mind. are you possessed  of your possessions?   let it all go. i am not saying dont strive or  acheive.  Just never forget Yourself!",
"Carlo Gage","August 01, 2017",,"Put GOD first in all things and everything else will come latter",
kwakkers68,"August 01, 2017",,"Utter Bollocks.",
"Rhonda Armstrong","August 01, 2017",,"thx fur posting the question...again",
thegreatsalabim,"August 01, 2017",,"Wow. What an annoying NLP-DRAMA-BULLSHIT!",
"Leor .Anderson","August 01, 2017",,"The moment he said: ""people try to be someone else instead of looking inside"" i paused the video and decided its more up to me rather than looking for motivation in others.",
bigshambala,"August 01, 2017",,"Damn the hollywood drama - just spit it out - I'll decide for myself if the info is good - don't hype it, damn.",
"Joseph Homza","August 01, 2017",,"Sellout ads ruin the fucking speech",
"Michaelson Sarmiento","August 01, 2017",,"what is the title of the music?",
"J Jaqan","August 01, 2017",,"Lmao this is the exact same as every other motivational video.  And it's BS unless you're tryna be in the NFL or a scientist and you actually got the resources",
"Боря Дюпон","August 01, 2017",,"Great video! Thank you, you're so right! And everybody out there go for it! God bless you all!",
DauntlessEagle1776,"August 01, 2017",,"How many People Love Morgan Freeman?   To me  he is just an Awesome and Powerful Soul. Thanks for Serving in the USAF to Morgan. And thanks for helping people not to forget anything is achievable without selling yourself out to anyone while maintaining your personal Integrity with Honor.",
"HAMMER -","August 01, 2017",,"Wow! Lot of sad people commenting here. Hey, if that's how you feel. Get out if the way of the people who know they can do it! Hell, I became my own boss. And I love it. It's been a slow go. That's were people give up. Fail, go back to their miserable existence. It does take hard work, presisten and consistent. You have to be in this game. Almost anybody can wake up early and go to a shitty job. That's average. I'm above that. I've learned long ago I'm here for me. No one else is gonna pit food in my mouth, clothes on me back or a roof over my head. So all the nay Sayers. Keep naying. Just get out of the way!",
"eric hamilton","August 01, 2017",,"Um soooo fired up 🔥 I just went ascended sayin!",
"Jackper More","August 01, 2017",,"The power of thinking is the greatest the can shape human beings",
"Charles Eye","August 01, 2017",,"This could have been very motivational.  Unfortunately, every time I really got into what was being said, an ad would come on and wreck it. I have no problem with using ads to make money but take two seconds to think about how certain ad placement will affect the video. You got a thumbs down for that.",
"Ozzy shea","August 01, 2017",,"HEY EVERYBODY LOOK AT MY OPINION!",
"Andrey Garcia","August 01, 2017",,"i know this sound, its morgan freeman , right ?",
"Aberdolf Lincler","August 01, 2017",,"The rich and famous will tell you, you can do anything but the fact is is that for every successful person there are 1,000 unsuccessful people. Sometimes people just fail and they could've done everything right but success has a shit ton of luck involved as well",
"Jeepn N Creepn","August 01, 2017",,"Love it",
"Sang Mach","August 01, 2017",,"This video make me think hard- go4 it",
"Terry Frederickson","August 01, 2017",,"yada yada yada, i gota go to the fridge and get another beer. and tomorrow do what ever the hell i want.",
"Anthony ngop-loti","August 01, 2017",,"""I wish someone told me this when I was young"" Morgan Freeman. ""You can change today if you redine what success is to you."" ""You can rebalance your priorities in your life.""  ""After years of repetitive work you will often need to dig hard to find your passion, redefine your dreams and find your hobbies that let you atrophy to near extinction. The goal is not simply to eliminate the bag which does nothing more than leave you with a vacuum.But to pursue and experience the best in the world."" ""It takes all the non-cognitive skills to be great."" ""You will become exceptional, the moment you make  an exceptional decisision."" Tony Robbins​ ""What do you when a thousand other people want exactly what you want? "" Eric Thomas​",
renewer,"August 01, 2017",,"Ads, fuck you.",
TGI,"August 01, 2017",,"Your soul is screaming for you to answer your TRUE calling",
Hourglass,"August 01, 2017",,"The truth you can love yourself and meet every goal in life and feel totally empty ,you want to be happy don't love yourself love God and others !!!!",
Ambrose,"August 01, 2017",,Yup,
"DUNKED ON!!!","August 01, 2017",,"Hyperbole on steroids video to say the lease. hopefully it help somebody.. the one thing i agree with is redefining what success is for yourself... its not always about money and status... or competition.... what about the people that are ultra competitive that have money and status but are miserable because they lack time for spirituality, family/ social life? success is about having a healthy balance of everything with less emphasis on acquiring wealth and status. Of course you cant be a bum. You should have goals, and determination but the pursuit of money and status pulls us away from spirituality , family and social life which is true happiness.",
"NorCal Rider","August 01, 2017",,"Easy to talk about making changes to follow dreams, but different story when you got bills to pay and family to feed NOW",
Heath,"August 01, 2017",,"Not only is every speaker listed an openly Lucifer worshiping piece of trash, that is truly, obviously, purposefully steering you down the wrong path. NOT ONCE do they mention the creator or the TRUTH and reality that is hidden from the masses. THIS VIDEO is nothing but propaganda brainwashing trash. And of course people fall for it just as they fall for all the other lies.",
TehSuperToilet,"August 01, 2017",,"if morgan freeman is the narrator the motivation of the video is always a perfect 10 too bad the narrator changed",
"P'alex Dillon","August 01, 2017",,"That doesn't sound like fearlessness to me. Sounds like facing them.",
Jmndmb32,"August 01, 2017",,"So everyone stop wasting your time and go out there and chase your dreams!!! Then everyone's dream will come true!!! I mean like...there won't be anyone to clean bathrooms, flip burgers, dig ditches, roofing and other jobs that are either very labor intensive or embarrassing to admit that you even have (depending on your age).  The truth is...not everyone is going to be happy with the chance they took by chasing after there dreams. Some will fail miserably, others will fail because there boss showed favoritism to show one else and some will fail because they gave up. The main question you need to ask yourself before you chase your dream is, how will I feel, react, what will I do, if I'm unsuccessful. Then go from there.",
GentGOGO,"July 31, 2017",,"They're trying to make money of your insecurities like all the other, its the one trait that defines most millennials",
Lizziegirlnyc,"July 31, 2017",,"This video isn't telling anyone anything!!  It's what we all already know... it's simply a choice.  If you want to be fulfilled and successful in every area of life, the choice and action you need to take is your recognition of GOD!.. This video is man made glossy advice from people who say nothing but get rich off of talking puffed up rhetoric to bait you into their belief that is a setting you up to fail.  God always gives back more than you could ever expect, and then some.  Without GOD you can do nothing in your own strength.. your efforts will fall flat, and FAIL without God coaching you, guiding you, showing you.. Your recognition and partnering with him, is key. Trust me, He knows the desires of your heart.. He's the only one who can make it happen for you.  There's truth in this video, sure.. but where they steer you wrong is telling you you have to strive and do it all in your own strength.. that's a lie.  That will burn you out, and KILL your dreams and desires.    Yeah, we all have to hustle.. nothing is free.. even GOD says Faith without works is dead.. But if you put GOD first, he will blow your mind with his love and goodness in your life, the wisdom he'll give you, the decisions you make, and great ideas you never could of thought of for yourself... Partnering and knowing Him is the real deal.. you don't have to kill yourself to be someone or get somewhere in life.. God's got that all planned out for you if you are faithful to know him and put him first! Don't settle for the cheap, fake, temporary.. when God wants to give you the priceless, real and permanent. ❤️",
"keith knowles","July 31, 2017",,"con·tent·ment  noun  a  state of happiness and satisfaction  Contentment is a mental or emotional state of satisfaction drawn from being at ease in one's situation, body and mind. Contentment is having accepted one's situation and is a form of happiness.   Socrates described contentment saying ""He who is not contented with what he has, would not be contented with what he would like to have.""    There is a list of every ""important"" person who spoke during this video. How many if they had to truly look inside would say they were happy.   Where is the fireman, teacher, truck driver, grocery store manager, carpenter, painter speaking in this video??  Why is it only ""successful"" people?  People who ""have made it""?  Society puts too much importance on the list of people who spoke in this video and ignores the real life people who pull themselves up everyday to support their families, friends, the church, and their community.   Being Elon Musk, Eminem,  or Kobe Bryant will not make you happy if you were put on this earth to be a teacher of the next generation",
"KillJoy charles","July 31, 2017",,"My passions< my dreams and goals ? Unleashed... many people will die !",
"Rumple Stiltskin","July 31, 2017",,"Also, if talking could make all of us reach all our dreams, we would be living in Utopia.  But we don't and it isn't and no amount of blissful ignorance will make that happen except for those ready to change.  Those that are ready, will change without all of David Goggins rhetoric, and the trigger is usually a Catastrophic issue they must deal with that brings on the Epiphany.",
"Rumple Stiltskin","July 31, 2017",,"That add is just too much with that overly hyped up enthusiastic Bi-polar idiot spewing his crap at us, as if he has all the answers.  God, that is annoying !!!",
"Steven Roberts","July 31, 2017",,"Its all a dream . We are liveing in a nightmare.",
lionhrrt,"July 31, 2017",,"Who here is in their mid 50's and still don't know what to do or where to go or where to begin again because I've begun and begun, so many times, so many years. I feel at the end. The last 17 years have spiraled down so far I can't get up.",
"Leon Ledergerber","July 31, 2017",,"Hits me right in my heart ! Thanks so much for this video ! ❤",
"MK SnEaKeRz","July 31, 2017",,"Other things that I think about  .every one wants you to do good until your doing better than them .there is no perfect weight there's thick,skinny,  and fat we set our own weight goal .death will forever live longer than you,every one can die",
"ben smith","July 31, 2017",,"Man I just wanna have a long conversation with Jesus, I've got so many questions, I hope he speaks to you when you die.",
"Ben Johnson","July 31, 2017",,"Pride comes before the fall.",
"Joy Vradenburg","July 31, 2017",,"Morgan Freeman You already have reached the highest one can go. You're a Legend",
"KT TERRY","July 31, 2017",,"HOW COULD ANYONE PUT A THUMBS DOWN ON THIS-PERFECT EXAMPLE OF HATERS, NO REASON AT ALL!",
"Ernest Roberts","July 31, 2017",,"""You are meant for more than just what you do for a living."" This quote resonates with me so much because I've seen people limit themselves to what they do for their 9 -5. They have SO much potential, yet can't go beyond what pays their bills. I believe all people can do great things beyond the office if they have the desire to do so.",
"Dawn Marie Roper","July 31, 2017",,"No one helped you?  Really?  The writers of those books you read helped you.  You cannot achieve anything, let alone survive, by yourself.",
"Nathan Bulldis","July 31, 2017",,"Thank you",
"Ada Nnaya","July 31, 2017",,"Everything they've said so Dar can only make a complete sense if they had introduced the creator. Jesus the son of God.",
"justin coleman","July 31, 2017",,"Some good stuff but man, this is so over produced. Calm it down a bit in my opinion.",
"riffer madness","July 31, 2017",,"VIDEO ADVICE CHANNEL IS PURE PROPAGANDA! UNSUBSCRIBE AND THINK FOR YOURSELF!",
"riffer madness","July 31, 2017",,"THIS VIDEO IS PURE PROPAGANDA! MORGAN FREEMAN IS A PUPPET OF THE ELITE!! DO NOT WATCH THIS BRAIN ROTTING PROPAGANDA TOOL VIDEO! !!",
"Ultra Meester","July 31, 2017",,"Nah, I've seen better...",
"ivan buntic","July 31, 2017",,"I will grow Marihuana tomorow!! YEEEEEE.",
"Robert Ford","July 31, 2017",,"Great job -- hard work, well done!  While not every word hit home, there's so much gold in this.  I'd only add, this -- ""align"" first (daily) --- then act.  Chances are, though,  if it's your passion, you'll already have done that.  But since the world so often pushes back (or bad, old habits come calling) a daily discipline of inner alignment,  first thing in the da, and at day's end, is vital.    And also for +Video Advice -- would you mind, for my young girls, adding more women's voices and images to these vids?  -- It's easier, being older, to see myself in others, but growing up we all need champions we can relate to.",
Roland19,"July 31, 2017",,"This video is the recruitment propaganda video to become the newest line of defense of a dying capitalist philosophy.  Everything in this video screams ""ME ME ME, MINE MINE MINE, GREED GREED GREED"", with an inspirational score, and an underlying message that says screw over everyone else so that you can become the new authority.  Exactly what's wrong with the world:  Too many takers, not enough givers.  See it for what it is, people.  Want to make your dreams come true?  First determine if your dreams are a benefit to humanity or a deficit upon it.",
"Tha Alqarnayn","July 31, 2017",,"Iraq and Afghanistan are coming for you",
"Brandon Marks","July 31, 2017",,"Yeah it all sounds good but the reality is most people in the world will never truly experience living happily hence their depopulation plane for the world  & the merging of the races well at least Black people & whites it's true life's a bitch then you die sometimes I think the creator is a fucking basket case",
googaag1,"July 31, 2017",,"Where is God in all of this?",
"Etoile Abet","July 31, 2017",,"Good video but what made me give a thumbs down is the time for unhealthy hard work is over. Work smart is better than work hard. Yes  focus, yes devote time, but not sleeping, not spending time with your family is bull shit. You don't have to live like that to accomplish what you want.",
"2Savage2SaySorry Inc.","July 31, 2017",,gf.me/u/bm8rmu,
"clara leiva","July 31, 2017",,"The background music does not let you pay 💯 percent attention. Lower the volume!",
"Uncle Joes","July 31, 2017",,"Excellent video. Thank you!!",
"Miguel Rodriguez","July 31, 2017",,"The video was ok....",
"Iftikhar kango","July 31, 2017",,"Is struggle in life just the physical kind, as this clip is suggesting? No. It is actually inner struggle to learn to be happy, content, satisfied because physical means do not prove enough. The richest, the famous, the learned, the strongest all are feeling insufficient as anybody else.",
"Martin Metals","July 31, 2017",,"Do you think that a Morgan Freeman impression adds authority to the video? I feel that it damages the integrity of your message. I feel that the impression, coupled with the loud and incessant music overshadows  and muddies the narrative of motivation. Constructive criticism.",
"Abisag Inguanzo","July 31, 2017",,"Morgan Freeman is an incredible man with an incredible voice.",
JoChEeM90,"July 31, 2017",,"Watched 32 seconds, read 2 comments, typed this comment and I'm back to working again. These videos are great but the end message is just to work. You know you want to achieve something, wasting 10:23 minutes of your time could be just an excuse to take another break. Maybe just listen to this during your morning workout or whatever! Going back to work now, you should too!!",
