UserName,Date,"Star rating","Review Comment",Link
Slee6,-,5,"Love the app but way too easy to get great stuff delivered. A few mistakes but usually worked out with the restaurant. Great when you're beat and there's nothing in the fridge. One bad experience with Enchiladas restaurant, but all others have been lovely. Great app",
Michael8930,-,5,"I love food so   much I would die without it",
Chely7525,-,5,"Best app ever and you get coupons!!!",
arnellm,-,5,"This helps tremendously since I travel for work.",
MckLewis,-,5,"Just awesome",
Oroblanco21,-,4,"If you love food, you'll love this app... point blank.",
Liza_G1009,-,5,"Love Grubhub!!",
Kymkae,-,5,"I ALWAYS use this app to order food from! Plus it's great because local restaurants can use it too!",
arju,-,1,"If you forget half the order. Cancelling it and not going back to pick it up is not an option. You're the very definition of mediocrity",
dlatkins123,-,5,"Love this app.",
claygeis,-,1,"They call it into the restaurant the restaurant pairs what they tell them to do they never ever ever ever ever ever ever ever ever ever give the right order because they're idiots",
Givdykdfjbdfuhbxryg,-,5,"Love this- use it all the time. No more menus in the house. And it's so easy. Thank you!",
Bluerse,-,5,"I work a lot with with no breaks and this app comes in handy.",
Nythawk805,-,5,"So I've to be able to order food while working or in traffic. Ain't gotta waste time dealing with non sense",
Dankadupawtf,-,5,"Never had a problem ordering through grub hub. Great way to find out about new restaurants in the area. Love it!",
Yklw,-,5,"Found the app convenient and easy to use. Love the assortment.",
Dmlehman6,-,5,"Love this app! Order at least once a week, and we have a wide variety of choices here. Fast. Easy. It remembers past orders. Terrific.",
derretfarm,-,1,"Never using this service again. They lose your order and their only response is ""oh, we can probably get that to you soon...""",
"Stephen Delas",-,5,"Can order quickly and efficiently and customize! Menus are clear and detailed.",
"iOS Passbook for rewards",-,5,"This app is a huge convenience for me. No matter the city or neighborhood Grub Hub always helps me find something to eat. Especially when I can't use the company computer in front of you.",
KueKate,-,3,"Ok I love grub hub, however there is something wrong with the current version. I just had to re-enter my food order 3 times because I would select food, exit the app, come back, and my bag was empty. I exited once to find a promo code in my email and another time due to someone texting me an order change. Annoying",
PeterPan98,-,5,"I work for GrubHub. Surprised me when I met an UberEats Driver for the Same Restaurant she was wondering how was my Experience with GrubHub I Told her They're Very Mindful of Their Drivers. Customer Service waits are Short Very Polite. Definitely Recommend this Company to anyone",
"Bills J.",-,5,"I've ordered about 2 times or so from Phoenix and Portland. Had only one time where food was not delivered but not grubs fault. I called them and they took care of it immediately. Thanks GH for great service. I know that the performance of restaurants are not within your control. Please keep adding more restaurants.  Thanks for listening.",
Rachee2323,-,5,"Love this app.  Use it all the time while we're in the process of moving and when I'm traveling and it's too late to venture out.",
Kiarastar🌟,-,1,"They don't really care about there customers. I tried to get them to give me my food all they did was give me a false promo they expired after two seconds. NEVER USING AGAIN!!",
Afl2292,-,5,"Super simple and convenient dont even have to get out of bed 😁",
Ramenkittyz,-,5,"This app has saved so many innocent men from my hangry self. When I'm hungry I feast on the flesh of the innocent and this helped.",
4321q,-,5,"5 stars",
06NTrain,-,5,"Love the app takes the search out of delivery, already has the Restaurants listed so you don't have to search. Great app",
"Ludovico Einaudi",-,4,"Great idea. I just wish they add more of my favorite places.",
Sj1723,-,5,"Use it all the time. And never any issues. Love GH. Thank u. I would prolly die from starvation with out you. Lol!. Thank you.:)!",
PAX53,-,4,"It works very well for me. Would be nice to print receipt.",
233456558865,-,5,"Great app, very easy to use",
"A solo",-,5,"Very easy to use and such a convenience",
"Brittany from rhode island",-,5,"So Amazing! I love this app.",
"Samper FL",-,5,"Works well, so far all orders on time, no errors",
"Janelle A",-,5,"It's fantastic when you can order from your bed and have it delivered right to your doorstep so you can avoid people :)",
PeteLV,-,1,"I like the service but many times you order will be canceled or changed.",
"harrys mom",-,5,"Love this app best thing ever",
AxelRuiz,-,5,"For GrubHub.",
WinkipopHB,-,5,"Works perfectly. No dud restaurants yet!",
MaryamMosstoufi,-,1,"I used the app a couple of times and they are very slow in delivery times, but since they deliver from some of my favorite places I was willing to still use it.   My last order with them I placed at 8:29pm  from Chop't that closes at 9 pm. They estimated delivery between 9:10 and 9:23. After not arriving within that time I check status again and it is pushing it back to after 10pm. I call to make sure they picked up my order before they closed. The customer service was kind enough to check and contacted the driver who said he had not yet picked up the food. Then called the restaurant to make sure they were still there and they said they were. I told the customer service that I was disappointed and she suggested that I could talk with a supervisor.   HERE IS WHERE THINGS WENT REALLY WRONG. She was unconcerned and unapologetic. Instead of her taking control of the situation she kept asking with an annoyed tone ""what would you like me to do? ""   I asked her what explanation she has for this pure customer service and she never answered and never apologized for the inconvenience.   For upper management: I don't know how much you spend on customer acquisition but it's not worth anything if you don't know how to retain them. I am deleting your app and I will for sure spread the word about your bad management and service.",
"KC LFO",-,3,"Weekend orders jack up the minimum order to $20 -$40. I was going to order tonight (Wednesday) and not only is there a minimum order there is an additional fee $3.00 - $9.99. There goes the tip for the driver....",
victoriarad124,-,5,"This app is great",
Junit007,-,4,"If you'd like to eat out (real food) but don't feel like going to sit in a restaurant this is the app for you! Excellent choices some more expensive than others so expect to pay $22 for a burger, a shake and some onion rings however it's going to be gourmet and delicious (not to mention delivered right to your door)!",
ghk5.0,-,5,"Use it all the time, easy & fast",
Spidrdan,-,5,"So convenient , my life is so much easier because of this app",
DICKYN,-,1,"Placed an order late one night and about an hour after I received a phone call and text message from Grubhub saying the restaurant was closed and my money was going to be refund.   One month later today and no refund so I contacted them via chat today and they said they'll look into it.   I deleted this CRAP from my phone. Keep my $27.11. I hope you go out of business.",
OtisElevator,-,2,"When functional, it's great. However there are frustrating bugs that can ruin the whole ordering process. Example: Once a credit card has been entered, if that card has an error or mistake (wrong zip code, for example), you won't be able to add another card in its place; the only available option at this point is the PayPal option. You cannot correct this mistake without cancelling the order altogether.",
JessTex2004,-,1,"Claims an hour delivery time. Is always at LEAST an hour and 45 with no acknowledgement of the extra time.",
ADDteacher,-,5,"Love this app. I've never been disappointed.late night, early morning- it's spectacular.",
Lauescalante,-,5,"I have been using for months, delivery and pick-up. Tons of options. Never had a problem. Food usually arrives or is ready ahead of time.",
dwyer88,-,5,"This app is awesome!! Love how it remembers my previous orders!",
Mykyoto,-,5,"Easy Peasy!!!",
bbek9218,-,5,"Love this app. Great variety of restaurants and better customer service than other apps I've used!",
"The awesomeness keeps coming",-,1,"I ordered from two places both were clothes was told I'd be reimbursed my money in 3-4 days. Was never given my money back and when I called they said it was the banks fault, but the bank never received any sort of notice saying that the order was cancelled. The lady put my on hold and then proceeded to hang up on me. I loved grubhub until this. 👋🏻",
Rach1760,-,5,"Very convenient",
"Alanoud km",-,1,"I have had multiple incidents where the order gets canceled 10 minutes before it's Delivery time, which by any Delivery App standards is unacceptable. I have never received any compensation whenever my order got unexpectedly cancelled, not even a phone call to notify me. I don't advise anyone to download this app.",
"Blah 1111",-,1,"I got the app and the whole time it said that none of the restaurants near me were closed. Obviously, they restaurants were open. So I deleted the app.",
"Trill Ronin",-,1,"so I order food. and grubhub doesn't pick it up and deliver it. insteads cancels my order and doesn't deliver. called in to find out what was going and they said ""our drivers didn't get the order"". poor management and customer service.",
"Ardent Tuz",-,5,"You'll get addicted.  Goodbye $$$.  Hello yummy food!",
"Eli .K.",-,5,👍👍👍👍👍,
"bad ending",-,2,"I had to toggle from app to text to see what sides to order for my guests and every time the order was lost. So I had to reorder three times.",
Amannamedlucas,-,5,"Awesome! Cheaper delivery than postmates and uber eats, customer service went out of their way to make sure the driver brought me change! I'll never use anything else, and they take cash!!! Excellent!!!!",
Marilynrivas,-,5,"I love the Grub Hub app.  It is wonderful to have such a wide choice of foods and have them come to the door.",
KerryBoat,-,5,"I love GrubHub - it opens up so many options for delivery instead of just pizza or Chinese. The app is super easy to use and sends updates to the progress of your order. There's a nice variety of restaurants (at least in my area), but wouldn't mind even more!",
kittygoeswoof,-,1,"I used to love ordering from grubhub. Over the years, the quality of the company has deteriorated so much. I've had so many issues with this app and even more with the customer service and delivery. Do yourself a favor and USE ANY COMPANY BUT grubhub. Eat street, Courier, Postmates, UberEats, etc. They all have much better apps and integrity. I've worked in customer and food service for years, and I have never had as bad of an experience as I repeatedly had with Grubhub. I finally deleted this app and will never order from them again. I suggest you do the same.",
Iwannago2friendlys,-,5,"Honestly I don't know what I did before I got this app. My friends call me the Grubhub girl because I can't go more than 5 minutes without referencing Grubhub. Just get it",
Natareec,-,5,"It's so nice to have access to quick, great food. I'm in the middle of moving and this app has helped keep variety and hot food in the house during packing!",
Ameerah1217,-,5,"I work 7 days with this app I do not starve",
Harvardchickie,-,5,"Love this app cuz I cannot cook.  Without it I'd never eat.  Thanks Grubhub! 😉✊️",
Stckey,-,3,"Wish they had more restaurant choices, like Garcia's pizza, or Portillo's. But other than that, great app.",
Poodilover,-,5,"Great APP!  I use it often and have never had a problem.",
TEAZR,-,4,"its good.",
"The Three Strikes",-,5,"Love Grubhub great idea I use it every time I order.",
Scottandproud,-,5,"Most of the restaurants in my city participate, ordering is easy, and delivery is always on time. What more could you ask for?",
jeshal,-,1,"Slower than molasses! Awful customer service and takes a looooong time no matter when you order. Impossible to contact the Grub Hub folks and no way to contact your delivery person!! I called the restaurant and they told Me food was picked up 10 minutes ago and food never arrived till over 40 minutes later and I live 10 minutes from the restaurant.  THE WORST FOOD DELIVERY. IF I COULD GIVE ZERO STARS I WOULD!!",
Mmontanoafnvu,-,4,"Great service and prices",
CENCITY,-,5,Turtles,
thenameshorace,-,2,"I order from Grubhub all the time and I usually use the app. It works flawlessly most of the time, but sometimes I've run into issues with the restaurant receiving the wrong address or the payment not working.",
Skalkk,-,5,"Great tool for on the road with no delivery options and great restaurants!",
Bob689537,-,2,"Grubhub consistently builds an unnecessary time cushion to your order, amounting to about 1 hour wait for your food. Often times the food is ready and is waiting on the driver, resulting in cold food.   Great concept but very frustrating execution",
Rosez2021,-,5,"Never had any issues love this app",
kirstenfershore,-,4,"In my opinion, the delivery fees are way too high. Skip the Dishes offers much cheaper delivery fees, sometimes for the same restaurants. Other than that, there is a good variety of restaurants offered.",
MikeFN,-,5,"Very intuitive and efficient.",
Guts519,-,5,"Easy access to favorites and past orders. Dangerously simple to use, and menus are well organized.",
Jaybc25,-,3,"It's too easy to accidentally select pick up when wanting delivery if you bounce back and forth. Technically it's user error but a prompt for ""are you sure"" or other would make better sense given its a 90% delivery service.",
LGryph,-,5,"Great way to order and receive fast & fresh food.",
"E Dubbski",-,5,"Great app",
SherryMoss,-,3,"I'd like to see pictures of the restaurants and the food. Maybe then I would be more adventurous with places I've never ordered from before.",
"Matt Krieg",-,5,👍.,
Shagreat,-,5,"Since I've had this application it's been amazing.  Delivery 9-out 10 times which is amazing is on time and nice staff   Thanks",
"Ali Cat Fever",-,5,"That's all you need to know.",
combichristarmy,-,5,"I have been using Grubhub for a couple years now. I don't particularly enjoy leaving my home when I don't absolutely have to, and this makes it so much easier. The couriers have always been above average and seem to enjoy their job (not sure if they should count in review?). The app has always worked flawlessly. It's very easy to use. I love it!",
Trac13face,-,1,"Got a coupon code. Thought I'd try it out. Placed my order at 9:39pm. Got my confirmation email stating an ETA of 10:30-10:40pm. 11:00pm rolls around and my tracking still hadn't updated. Called customer service because the restaurant had closed at 10:30pm according to Apple maps. Customer service says ""they actually closed at 10pm. I will cancel the order, refund your account and email you a $5 off code for the inconvenience."" I asked about the coupon code I already used and she said ""I'll send you 2 to replace that"" so I only got my coupon code back and nothing for the inconvenience. But what I'm mad about is that I sat around for over an hour waiting for food that was never going to show up and was NEVER NOTIFIED! The order never should have gone through if it was too close to closing time. I'm using those coupon codes but I will not be a return customer after that. TERRIBLE first experience!",
FineBordeaux,-,1,"Usual Ramen place closed so ordered from a place on GrubHub. Biiiig mistake. Food took almost 2 hours to arrive. I called the restaurant twice and got the runaround. Ramen was cold, watery and devoid of much meat or veg. Basically packet ramen would have been better.This was DISGUSTING. Never again. Deleting app. Grubhub unresponsive. Good luck with that. I'm out.",
Joe4490,-,5,"Truly a wondrous idea, more restaurants need to start using this service.",
Maninho1986,-,5,"Nice app and NOW cheaper then Amazon Restaurant",
MikeGee013,-,5,"Let's get a taco.",
"Free sample you try",-,5,"Teriyaki chicken free sample you try so goo",
Solbound,-,5,"Easy to repeat past menu orders 👍",
cpemble,-,5,"Menus with pictures, clear instructions, timely updates, Apple Pay... it's perfect!!",
75campos,-,1,"So my order was incomplete one of my coworkers lunch was missing. I called Grubhub and they said well we can refund what's missing we don't return. So you don't deliver what we ordered? Wow the customer service rep. didn't even apologize. GH lost 5 customers on 7/14. Hello other delivery services 😊",
Lila2222223,-,2,"If there are no issues with your order then Grubhub is fine. But on two occasions I had the restaurant forget to send parts of the order, I called Grunhub and explained what happened, on both occasions they said they would reimburse part of the order that wasn't delivered. But after waiting almost a week they never put the money back on my card. Thank god I have an AMEX and they are a reputable company, they gave me the reimbursement. Horrible!!",
wil20046,-,5,"Amazing app I love using it constantly",
NoLifer187,-,5,Dopeness,
"Lucky Horseshoe",-,5,"I use this app 2-3 times a week for my favorite neighborhood spots and it works great! The trick is to know the restaurant you are ordering from and have a realistic expectation. Deliveries are slower in bad weather, and sometimes your fries get cold, but it'll be okay. Don't forget you can always select ""Pick up"", saving the delivery fee and enjoying a walk through the City too.",
Sdotpro,-,5,"Worked everytime I've used it so far.",
Stefipoo,-,5,"Super useful !!",
Phelphia,-,4,👍🏾,
"Awesome Adam9999",-,1,"Give us more free food",
JMRicky,-,5,"Grubhub is my go-to. I've never had an issue with the app of service and recommend it highly.",
WritingMyHeart,-,4,"After a long work day and after the same ol, boring Take-Out, Grub Hub came along and made my life easier!  The only reason I'm not giving this app 5 stars is because the delivery fees are inconsistent. One can be $2.99 while another can be $5.99.  When you're just ordering for one person it can become quite costly. Another reason is I ordered from a Korean restaurant and paid a $5.99 delivery fee but instead of a Grubhub deliverer, A person from the restaurant showed up. This place normally offers free delivery but because I place the order on the Grubhub app I still had to pay the $5.99 fee.  All-in-all, this is a great alternative to your usual takeout places. Definitely worth the download!",
"The coolness1985",-,5,"Lots of good choices, and the pickup option is awesome.",
NCPete,-,5,"I have used the app a couple of times and found it easy to use. Like the email confirmation of my order.",
AmazingReviewerBoi,-,1,"Maybe the 4.5 star reviews are from people who actually got their food, but I ordered and within 10 minutes my order was just cancelled? No explanation. Just cancelled. As for me, I like to actually get the food I purchase. Hopefully this doesn't happen to you. But my order was just, straight up cancelled.",
truthaholic,-,5,"Easy to use.  Navigating is intuitive.",
frugalsneakerhead,-,2,"I've ordered plenty of Times from this app and it takes forever to get my food , you would think with the outrageous extra charges it would be faster, I'll call the same exactly restaurants the normal way and the food comes faster. Riddle me that ?",
"Pajamas pat",-,5,"I order something every once and awhile. It's easy to use and has a good selection of restaurants in the area",
Craftsm1,-,4,"It would be nice to be able to add a tip on after your food is delivered, since I have had many good and bad experiences and would like to be able to tip accordingly and don't always have cash. Also, it would be nice if Grubhub notified you if a restaurant cancels your order for some reason... I have had that happen multiple times and been sitting there waiting for my food, not knowing it was never coming. Otherwise, they are great.",
Meghanmischief,-,5,"Always have a great experience using this app! I've had restaurants run out of a specific item I've ordered, and grubhub has refunded the money right away.   Great customer service!",
"OneShot MADMAN",-,5,"Wake and bake with this app, you won't regret it",
"Dan In Bonney Lake",-,5,"Use it every time I'm in LA for work.  Couldn't be happier with interface and ease of use.",
"Downtown Denver Fun",-,1,"This is now the second time I have experienced this. Grub hub is 0 for 2 and will forever remain that because they do not know the proper meaning of customer service.   Not that is worth explaining exactly what happened but just note that if you think the driver will pick up your order and come drop it off to you with out 3 other stops in the opposite direction...you have another thing coming for you.  The good news is when your food shows up over 1 hour LATE, they will tell you that you don't have to pay for it. However their idea of not paying for it is grub hub coupons that you have to spread over multiple new orders and also have your food show up and hour late.   Let's stop being lazy America and cook ourselves, go out to eat.... heck get take out.  Just stop feeding ""Greed hub"" oops... I mean Grub Hub.   Fool me once shame on you... fool me twice, sham on me.",
Renard9,-,5,"The ordering process is easy and who doesn't like having food delivered right to your door? And what I really like is this selection that's available.",
TheShopCO,-,5,"Best way to get food!!",
Robbie.D,-,5,"Love it!",
KnowKname2Fame,-,5,"Fast and convenient... I 😍 ❤️😍",
Jhaanai,-,4,"I love this App, my boyfriend And I actually use it quite a bit. It's very Convenient and the food is always really good. The timing of delivery takes a bit long tho? It's usually 45min-1hr after I place the order that it arrives. But I guess that's pretty good considering the places you get to order from having to prepare the food.",
Plnedmonds,-,1,"In short... had to pay for delivery twice because I didn't answer my phone, (I was changing my son's diaper and didn't hear it go off) and they took my food back to the restaurant. Yet the light was on in the living room and the driver could have easily delivered it to the front door by ringing the doorbell like a traditional food delivery.  Always an issue otherwise, so I'm done with this app.",
mrmcquarley,-,5,Professional,
MZCHIKN,-,5,"I was skeptical as I had a few cancelled orders but I've grown to like that I can order food from wherever and don't have to drive anywhere  Lifesaver",
Mvega87,-,5,"This is some Star Trek level stuff right here. Scotty beam a pizza to a fatty. Awesome.",
JoyPurnima,-,5,"I love ordering through GrubHub.  Makes it so easy to view the menu and place/ edit an order within minutes.  Use it all the time.",
Jennychatz,-,5,"Our once a week delivery is always the same. We love GrubHub and we love Frankie's. The pizza is the best around! Thanks to all involved. Moms sometimes need a little break and you guys help provide it.",
"Story I.",-,5,"Pretty basic but functions well and makes ordering food a breeze.",
"dr Greza",-,2,"Wish there was a member ship reward to get promos",
"It's aMee",-,5,"As a disabled person who doesn't drive, I have really enjoyed GrubHub s service. You can have everything from healthy eating to indulgent! Thank  you so much 😘!!! Top notch!!!  Caroly Saunders",
ayee.its.amyy,-,5,"This is the best app to order food!!",
Lktownsend92,-,1,"Every time I use this service I regret it. They don't make sure that the restaurants who partner with them actually know what they're doing. More often than not my order gets canceled because ""the driver's car broke down,"" no matter what restaurant I use. I can't wait until Favor expands into this area.",
LolaCoconut,-,5,"App works great and grub hub has great service.",
Jannotho,-,5,👍🏻👍🏻👍🏻,
MrStevenCole,-,1,"I didn't receive all my food and I don't know what to do to get my money!! I of course won't be eating dinner... so that's sad. I emailed them. I'll update review if I get a response",
OceanEquestrian,-,5,"Best service ever!!!!",
"Race king 1",-,5,"I was so surprised at how well designed it is and how easy it is to order off of here.",
Finnerin74,-,5,"Makes getting a good meal on the go anywhere easy!",
The_only_Tammi,-,5,"Food at my fingertips. What's better than that!",
yngrith,-,5,"The best food app ever!",
agrajag2000,-,5,"Well designed around the key tasks users will need to do",
ceebeedeedum,-,5,"Awesomeness galore!",
Paulla1976,-,5,"This is a great app. I use it a lot. It seems that every time I use it there are more options to choose from (meaning more restaurants). There will be a delivery fee (7.99 seems to be popular around me) but that does not seem too high. You can choose to include your tip while paying for your food. After a brief discussion with one of their delivery people, I do prefer to tip cash...and that is an option too. Food gets to me hot and time ranges between 20 to 40 minutes. In general I have no complaints.",
rerun0271,-,4,"This is my only complaint.  I'm a good tipper but I refrain from using the app many times because I want to tip based on the service I received and not prepay it beforehand.",
"Ku jayhawks",-,1,"Does not work and crashes.  Company is also led by racists.",
Djhditdfj,-,5,🍕🍕🍕🍕,
Lipmaan,-,5,"Using this app for several months, nice UI, no glitches, if they add up live tracking option it will be even better, although all the estimates are pretty accurate",
jimmiceman,-,5,"Ordered from grub hub a couple of times and had no issues. Works as expected so far.",
SaeculaCrossing,-,5,"I really enjoy using Grubhub, it's so convenient and simple. The service is fast and the few times I've had to get in touch with their support was fast & friendly.",
Belle7983,-,5,"An easy way to get take out!",
Apmack,-,5,"Love the convenience of being able to use Apple Pay.",
Kamcl731,-,5,"Great app. Grubhub is super easy to use, they have quick and friendly costumer service. Overall just super convenient and I highly recommend",
Jen.Slayter,-,5,"Being a mother of three small children it's hard for me to go out to eat. We are also in the process of moving so this app has saved us a ton of time! And a whole bunch of stress!",
"Sammie R. N.",-,5,"Amazing. I literally use it once a week.",
64Silvertone,-,5,"Unlike similar apps this one stores your info. So ordering is fast and simple... no need to grab the credit card for info. 👍👍",
electricalash,-,3,"We ordered the same three things through a pizza shop directly and did pick up it was $12 cheaper than ordering with GrubHub",
pizzapro3,-,3,"I need my CALIFORNIA PIZZA KITCHEN GIFT CARD TO WORK ON HERE!",
Genius144,-,2,"i hate that i have to tip the driver before i complete my order. if it comes super late or i have to go down and pick up my food because the driver won't come up i do not want to tip 20% for a douche driver",
Brutalwafflez,-,5,"Whenever I'm on the brink of losing my mind over the hunger I'm experiencing, I reach with all my might for my phone, turn on this app and browse the halls of sustenance that the app provides, once my decision is made I await the rejuvenation that is the meal being delivered to my doorstep.",
"Kingsley Tismore",-,5,"The follow up, everything about u is awesome",
Jlonya,-,5,"First time I ordered I fell IN LOVE, so I ordered 3 days in a row!! Yes, That good!! It's fresh, meat is tender, sides are on point a the dessert is worth the price.... TRY IT!!!",
"Better run22",-,4,"I really didn't want to feel lazy enough to use this often but it's been nice to use when I'm stuck at the house doing hw or other busy work.  The only down side is there could be more participating restaurants but the app helped me find some good new places I might've never visited with out the app. I like having the tip and bill payed upfront. They have always come before the estimated time in my experience.",
ebtw,-,5,"Works as it should! Just wish there were more options available in my area.",
gwarmaster,-,4,"Good.  Just need more restaurants to join",
Haplo1384,-,5,"Easy to use, good service.",
"Mila Mila",-,5,"It's an app that helps you find and purchase food. Simple and cool.",
Jbreitfelder,-,5,"So much better than Uber, with more choices (for my house in Atlanta).  Drivers seem to be more reliable and the checkout process is very simple.",
OHJESS10,-,5,"This app is so convenient I even used it in another state and it found me some great food! Super easy to use! Love it!",
kk46,-,2,"I have a good few issues with this app. Mainly the fact that it is wildly unintuitive for such a mainstream application, if they invested the money they spend on ad's in a halfway decent IT department I would use this waaaaaaay more often. For example I saw one of my favorite restaurants on there but when I clicked it it said they weren't on grubhub. What? Why have that on the list then?  Another issue is the goddamn bugs, every time I want to place an order there is some obscure bug that means I have to restart the app. (Alright maybe not EVERY time but enough that it annoys the F*** out of me.) That wouldn't even be an issue if there was a contingency in the code that saves my order, but there exists no such contingency. Everything is deleted and I have to restart. They layout of the app is my final annoyance, there doesn't seem to be any sort of format that they follow except just compiling all the restaurants in one incredibly long list. I mean they should be trying to expand the horizons of people who use there app, to try and enhance the experience of ordering food. Map out what people order and figure out new places that fit their budget/presences. We live in an age where a company this large would have no issue doing such things yet they don't. All the app does now is cut out the phone call.  Maybe I'm completely off base, but for a company that turns over almost 3 BILLION dollars worth of food orders a year, they should be a little more intuitive, and for a company that has existed for 13 years maybe they would have a better sense of how to improve.",
Flores4444,-,5,"I love GH! Having food delivered to your front door is the awesome",
eugieoh!,-,5,"Fast and easy!",
JDeezy52,-,5,"Been using this in Stamford, CT and it's been great. Tons of options and the reviews are reliable. Great app.",
Neenie9,-,4,"My go to for delivery. Excellent customer service as well. If for any reason your order was not fulfilled, they offer discounts/coupons for the inconvenience.",
S.kanth,-,5,"It always gives us best experience. Promos and range of restaurants it offers are too good.",
Dieselmutt,-,1,"Has happened to me over 3 times (and I really didn't use the app that much) that food is over 40 minutes late or sometimes (like this last time) was never picked up to be delivered at all. Done.",
RCW1220,-,5,"Great app!  I use it all the time.",
Arbrezzeyy,-,5,"The best app for ordering food near your area. Very easy to use and never any problems.",
"Kelli Lyn",-,5,"My husband and I order from Grubhub at least twice a month. You pick from the list of restaurants given & pick your choice of food & add it to the cart.",
Jaleen68,-,4,"Good app, good follow-up on the rare occasions there were issues with the restaurants. Would like a personalized ""Restaurant Favorites"" option so I don't have to scroll through and try to remember which Thai restaurant I liked best.",
Emansnrg,-,4,"Easy organization of local spots.",
t4l0r,-,4,"Easy to use and order food.  But it Lacks information about an items description or which items are gluten free.  Gluten free shows up with an Asian restaurant but soy sauce isn't gluten free.  Or you have a side named Texas Cavier is it rice, Rocky Mountain Oyster or what?",
Elmer0127,-,5,"I'v been using it for some time now and how could someone not love an app that allows you to order food from a bunch of different places? You can work or study or do whatever normal people do that doesn't give the time to drive to get the food themselves. It's great, I love it.",
ChrisWelchs,-,5,"Love using this app it gives you great food variety and most of all the awesome customer service",
Jazithedragon,-,4,"The app isn't too bad. It has its issues but the fixes are not too far behind.",
"Deephouse fiend",-,1,"It appears to me that they no longer believe in customer service.",
NowimDoorDashOnly,-,1,"Cancelled my order without notification and only provided a worthless discount code hours after my order didn't arrive.",
Marisela_234,-,5,"It's has it times were it's okay but it also depends on the driver and where you get your food at but over all it's a great app and I always my food from here !",
GiGioriginally,-,5,"Tells you when the store is closed and when it opens. Has everything you need to make an efficient, reliable and fast order like the menu, the restaurants phone number, gps location, confirmation of order and nice treats like promo codes. Must have app.",
"Nomo Traynen Wills",-,5,"Now that options have expanded greatly-this app is terrific!",
"slim fat",-,4,"Love this app, my ex introduced me. Now, I'm alone.",
"Tonka and me",-,3,"You need to take American Express I would order more often !",
HBjr,-,4,"Very convenient!",
osubumaj,-,5,"See above.",
Sugarbaby66,-,5,"Makes ordering so easy.  Very helpful staff just a phone call away.",
Gmrj,-,4,"App is easy to order and easy to pay. I only wish there were more restaurants that were available for delivery on Grub Hub",
Acboyd6,-,5,Yup,
Puffinish,-,5,"Great for finding local foods that deliver!",
Jaclyn13805,-,5,"Love GrubHub! Makes finding realizable good food delivery easy. I use it all the time!",
Nightowl344,-,5,"When you need a sub! And you don't know where to go! Who you gonna call? GRUBHUB!",
#Breezy1983,-,5,"Never failed and worked perfectly every time",
XCDDGRT,-,1,"Every time I used it they managed to get my order wrong. Just deleted the app. Get Door Dash instead.  EDIT: just found out the ""refund"" I got only partially refunded my money. I'm still being charged the full delivery fee and taxes. Seriously, don't use this app.",
"Faith = Awesome",-,5,"I love the easy access to ordering.",
"Michael Nichols",-,3,"So much potential but so many annoying but minor issues. Delivery charges on main screen don't actually reflect the delivery charges of the restaurant.  Active Restaurant participation, updates and feedback monitoring and responding seems like it would be a ""no brainer"" but they don't seem to recognize the value. Partially due to Grubhub's weak survey and review section.  Doesn't have the juice of Yelp reviews.    Would love to see a personal note section for restaurants and the dishes I tried. That would help me remember any special request or something to avoid.",
"Dub hard",-,4,Great,
Mimi99999999,-,3,"I'm not paying $6 for delivery.  They were great when everything was about 2.99. They lost me as a customer.  But they have good support.",
Colonel_nibblets,-,1,"I've had this app for years now and for them to start pricing every restaurant with $6-7 delivery is messed up. There's a restaurant that is a 12 minute walk from me and they are charging $5 for delivery... No thank you, im done with grubhub.",
Gabby2403,-,5,"im lazy and never wanna leave my house so this app is nice and decently fast",
ckooks12397,-,5,"Easy to use, convenient, eliminates miscommunications over the phone",
MarthaC2,-,5,"I've used this to order at home and on the road. Never had an issue. Love it!",
Awesometheteen.com,-,5,"I love this app. Everything comes on time and I love it.",
nicole2273,-,5,"I use this app ALL the time to order food. Super, super easy to customize your order, reorder previous orders, paying is easy and right on the app so the delivery process is the easiest ever. It is pretty cool that (if the delivering restaurant updates it) you can watch the progress of your order in real time). I also love that you can leave thorough delivery instructions right there at check out. I live in an apartment complex with a big dog so it's nice to tell the restaurants to call my cell when they are here vs them knocking on the door, the dog going crazy, me not being able to hold the dog, open the door, & grab the food. This is by far my favorite food delivery app. And the app has updates pretty frequently too.",
"SCA 18",-,5,"Excellent business and application. I wish more restaurants in my area used it. Love it. Thank you! 🐱",
nameskay14,-,5,🙌🙌,
DookBootz,-,5,"One of the easiest and user friendly apps! My husband & I order from GrubHub all the time, smooth transactions so far.",
"Suzanne G.",-,5,"When I first started using this app last year, service & restaurant choice was abysmal.  A year later, the restaurant choice is much better and service has improved 100%.",
Jillian_Fae,-,4,"Great app but pricey delivery fees",
Stormgal0905,-,5,"Customer service is amazing, food places near me is amazing. Overall amazing",
U👃like💩,-,5,"I have used Grubhub for multiple meals at work and at home from various restaurants... I've never had a problem and food usually arrives early! I recommend this to everyone!!!",
